Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k405;cp_k406;cp_distancia_1;cp_distancia_2;cp_k408;cp_k409ha;cp_k410ha;cp_k411ha;cp_k412;cp_k416;cp_k417;cp_k418;cp_k420;cp_afecta_prod;cp_k422;cp_k423;cp_k424;cp_k426;cp_venmernac;cp_venmerint;cp_vencenacop;cp_rdproven1;cp_rdproven2;cp_rdproven3;cp_rdproven4;cp_rdproven5;cp_rdproven6;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;cp_nclavr;cp_trs;cp_trc;cp_tro;cp_znd;cp_tn;cp_prod;ventas;superdida;cp_sequia;cp_helada;cp_plagas;cp_enfermedades;cp_inundacion;cp_otra;cp_edad;edad1;edad2;edad3;cp_vcomún;cp_vmejorada;cp_vhibrinacio;cp_vhibrinterna;cp_sriego;cp_sufertilizantes;cp_sufitosanitario;nuevacondicion;fact_exp_fin
08035702109990006;ESMERALDAS;02;10999;0006;4;PLÁTANO;8;1; ;8;5;5;1;,75;,75;,75; ;300;RACIMO;20;FRUTA FRESCA;3;230;RACIMO;20;FRUTA FRESCA;100; ;2;50; ; ;20; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,72727272727273;2,09090909090909; ; ; ; ; ; ; ;8;,75; ; ;,75; ; ; ; ; ; ;SOLO;54,8304051104059
08045102115100007;ESMERALDAS;02;11510;0007;2;PLÁTANO;1;2;1;6;4;4;1;5;5;1;3;60;RACIMO;30;FRUTA FRESCA;2; ; ; ; ; ; ; ;60; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2,5;QUINTAL; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,818181818181818; ;4; ; ;4; ; ; ;6;5; ; ;5; ; ; ; ;5; ;ASOCIADO;62,3379394097537
08045102115100008;ESMERALDAS;02;11510;0008;2;PLÁTANO;1;2;1;1;2;2;1;5;1;1; ;70;RACIMO;30;FRUTA FRESCA;2; ; ; ; ; ; ; ;70; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,954545454545455; ; ; ; ; ; ; ; ;1;5; ; ;5; ; ; ; ; ; ;ASOCIADO;52,5128809576726
08045302119560005;ESMERALDAS;02;11956;0005;2;PLÁTANO;2;1; ;3;4;4;2;,5;,5;,5; ;250;RACIMO;45;FRUTA FRESCA;7;200;RACIMO;45;FRUTA FRESCA;100; ;2;50; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,11363636363636;4,09090909090909; ; ; ; ; ; ; ;3;,5; ; ; ;,5; ; ; ;,5;,5;SOLO;101,940258296188
08045302131460001;ESMERALDAS;02;13146;0001;2;PLÁTANO;2;1; ;2;3;3;1;,25;,25;,04;6;50;RACIMO;30;FRUTA FRESCA;7;10;RACIMO;30;FRUTA FRESCA;100; ;2;20; ; ;20; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,03;KILOGRAMO;AMARILLO; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,681818181818182;,136363636363636;,21; ; ; ; ; ;,21;2;,25; ; ;,25; ; ; ; ; ;,25;SOLO;67,383843442921
08045002141340003;ESMERALDAS;02;14134;0003;2;PLÁTANO;2;1; ;1;3;3;2;2;2;,86;6;960;RACIMO;20;FRUTA FRESCA;7;936;RACIMO;20;FRUTA FRESCA;100; ;2;24; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,72727272727273;8,50909090909091;1,14; ; ; ; ; ;1,14;1;2; ; ; ;2; ; ; ;2; ;SOLO;68,4777796688615
08045002143920001;ESMERALDAS;02;14392;0001;5;PLÁTANO;4;2;1;4;3;3;1;9,99;9,99;9,99; ;700;RACIMO;30;FRUTA FRESCA;7;700;RACIMO;30;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;275;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;5;LITRO;AZUL;5;LITRO;AZUL; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,54545454545454;9,54545454545454; ; ; ; ; ; ; ;4;9,99; ; ;9,99; ; ; ; ;9,99;9,99;ASOCIADO;9,02266295345104
08045002143920004;ESMERALDAS;02;14392;0004;1;PLÁTANO;1;1; ;2;3;3;1;1,52;1,52;1,52; ;475;RACIMO;25;FRUTA FRESCA;7;475;RACIMO;25;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;3,04;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,39772727272727;5,39772727272727; ; ; ; ; ; ; ;2;1,52; ; ;1,52; ; ; ; ; ;1,52;SOLO;83,0393900606291
08045002153540003;ESMERALDAS;02;15354;0003;2;PLÁTANO;3;1; ;3;2;2;1;,5;,5;,06;6;15;RACIMO;30;FRUTA FRESCA;7; ; ; ; ; ; ; ;15; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;9;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,204545454545455; ;,44; ; ; ; ; ;,44;3;,5; ; ;,5; ; ; ; ; ;,5;SOLO;67,2524396920572
08045502159730004;ESMERALDAS;02;15973;0004;2;PLÁTANO;2;1; ;0;4;4;1;,2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,2; ; ;,2; ; ; ; ; ; ;SOLO;108,367030790433
08045502159730006;ESMERALDAS;02;15973;0006;4;PLÁTANO;4;1; ;2;4;4;1;,5;,5;,5; ;250;RACIMO;50;FRUTA FRESCA;7; ; ; ; ; ; ; ;250; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LITRO;AMARILLO; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,68181818181818; ; ; ; ; ; ; ; ;2;,5; ; ;,5; ; ; ; ;,5;,5;SOLO;103,151944428028
08045502159730008;ESMERALDAS;02;15973;0008;2;PLÁTANO;2;1; ;1;3;3;1;,5;,5;,5; ;120;RACIMO;35;FRUTA FRESCA;7;0; ; ; ; ; ; ;120; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1;1;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,90909090909091;0; ; ; ; ; ; ; ;1;,5; ; ;,5; ; ; ; ; ; ;SOLO;55,6823394285058
08045502165440006;ESMERALDAS;02;16544;0006;2;PLÁTANO;1;2;1;2;4;4;1;5,99;5,99;5,99; ;1000;RACIMO;30;FRUTA FRESCA;6;800;RACIMO;30;FRUTA FRESCA;100; ;2;200; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;,5;LITRO;AZUL; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,6363636363636;10,9090909090909; ; ; ; ; ; ; ;2;5,99; ; ;5,99; ; ; ; ;5,99;5,99;ASOCIADO;48,3298967211529
08045502166920003;ESMERALDAS;02;16692;0003;1;PLÁTANO;1;1; ;3;5;5;1;31,99;31,99;31,99; ;2600;SACO;70;FRUTA FRESCA;7;2600;SACO;70;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;40;LITRO;AMARILLO; ; ; ; ; ; ;5; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,7272727272727;82,7272727272727; ; ; ; ; ; ; ;3;31,99; ; ;31,99; ; ; ; ; ;31,99;SOLO;33,9989314190192
08045502167910001;ESMERALDAS;02;16791;0001;4;PLÁTANO;4;1; ;10;3;3;2;1;1;1; ;720;RACIMO;25;FRUTA FRESCA;5;500;RACIMO;25;FRUTA FRESCA;100; ;2;220; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,18181818181818;5,68181818181818; ; ; ; ; ; ; ;10; ;1; ; ;1; ; ; ; ; ;SOLO;28,048289899137
08075003003300003;ESMERALDAS;03;00330;0003;1;PLÁTANO;2;1; ;3;2;3;1;,5;,5;,5; ;200;RACIMO;20;FRUTA FRESCA;7;150;RACIMO;20;FRUTA FRESCA;100; ;2;50; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,2;LITRO;AMARILLO; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,81818181818182;1,36363636363636; ; ; ; ; ; ; ;3;,5; ; ;,5; ; ; ; ; ;,5;SOLO;202,893957662723
08075003003300004;ESMERALDAS;03;00330;0004;1;PLÁTANO;1;2;1;20;4;4;1;2;2;1;6;300;RACIMO;20;FRUTA FRESCA;6;300;RACIMO;20;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,72727272727273;2,72727272727273;1; ; ; ; ; ;1;20; ; ;2;2; ; ; ; ; ; ;ASOCIADO;103,742387900958
08075003003300004;ESMERALDAS;03;00330;0004;4;PLÁTANO;5;1; ;20;4;4;1;1,8;1,8;1,8; ;200;RACIMO;20;FRUTA FRESCA;6;200;RACIMO;20;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,81818181818182;1,81818181818182; ; ; ; ; ; ; ;20; ; ;1,8;1,8; ; ; ; ; ; ;SOLO;9,89626241089295
08075003003300007;ESMERALDAS;03;00330;0007;1;PLÁTANO;2;1; ;10;4;4;3;1;1;1; ;400;RACIMO;20;FRUTA FRESCA;5;400;RACIMO;20;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,63636363636364;3,63636363636364; ; ; ; ; ; ; ;10; ;1; ; ; ;1; ; ; ; ;SOLO;62,6102288029802
08075003003300008;ESMERALDAS;03;00330;0008;1;PLÁTANO;2;1; ;10;4;4;1;1;1;1; ;600;RACIMO;20;FRUTA FRESCA;7;600;RACIMO;20;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;AZUL; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,45454545454545;5,45454545454545; ; ; ; ; ; ; ;10; ;1; ;1; ; ; ; ; ;1;SOLO;169,501087334852
08075003003300009;ESMERALDAS;03;00330;0009;1;PLÁTANO;1;1; ;10;2;2;1;1,4;1,4;1;1;1000;RACIMO;20;FRUTA FRESCA;1;500;RACIMO;20;FRUTA FRESCA;100; ;2;300; ; ; ; ;200;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,09090909090909;4,54545454545455;,4;,4; ; ; ; ; ;10; ;1,4; ;1,4; ; ; ; ; ; ;SOLO;86,741287893695
08025103005320006;ESMERALDAS;03;00532;0006;4;PLÁTANO;4;1; ;2;7;7;1;,1;,1;,1; ;10;RACIMO;25;FRUTA FRESCA;2; ; ; ; ; ; ; ; ; ; ;10; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,113636363636364; ; ; ; ; ; ; ; ;2;,1; ; ;,1; ; ; ; ; ;,1;SOLO;44,3104358161045
08065303009600007;ESMERALDAS;03;00960;0007;2;PLÁTANO;2;1; ;3;4;4;2;,01;,01;,01; ;8;RACIMO;35;FRUTA FRESCA;1; ; ; ; ; ; ; ;8; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,127272727272727; ; ; ; ; ; ; ; ;3;,01; ; ; ;,01; ; ; ; ; ;SOLO;354,042832296753
08065303009600009;ESMERALDAS;03;00960;0009;2;PLÁTANO;1;2;1;2;4;4;2;1,5;1,5;1,5; ;120;RACIMO;25;FRUTA FRESCA;5; ; ; ; ; ; ; ;120; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LITRO;NO SABE; ; ; ; ; ; ;1; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,36363636363636; ; ; ; ; ; ; ; ;2;1,5; ; ; ;1,5; ; ; ; ;1,5;ASOCIADO;51,2607724846705
08065303009600012;ESMERALDAS;03;00960;0012;2;PLÁTANO;4;1; ;0;2,5;3;1;,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,15; ; ;,15; ; ; ; ; ; ;SOLO;114,748733503303
08035703013880001;ESMERALDAS;03;01388;0001;3;PLÁTANO;5;1; ;5;5;5;1;5;5;3;6;1500;RACIMO;25;FRUTA FRESCA;5;1250;RACIMO;25;FRUTA FRESCA;100; ;2;250; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,0454545454545;14,2045454545455;2; ; ; ; ; ;2;5;5; ; ;5; ; ; ; ; ; ;SOLO;47,483282935408
08035203014740003;ESMERALDAS;03;01474;0003;1;PLÁTANO;1;2;1;2;3;3;1;2;2;,7;6;780;RACIMO;25;FRUTA FRESCA;7;780;RACIMO;25;FRUTA FRESCA;100; ;1; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;2,25;LITRO;NO SABE;,38;LITRO;NO SABE; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,86363636363636;8,86363636363636;1,3; ; ; ; ; ;1,3;2;2; ; ;2; ; ; ; ;2;2;ASOCIADO;107,093895896627
08035203015170013;ESMERALDAS;03;01517;0013;2;PLÁTANO;3;1; ;8;4;4;1;,59;,59;,3;4;200;RACIMO;30;FRUTA FRESCA;7;188;RACIMO;30;FRUTA FRESCA;100; ;2;12; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,72727272727273;2,56363636363636;,29; ; ; ;,29; ; ;8;,59; ; ;,59; ; ; ; ; ; ;SOLO;55,3329438107388
08035203015170016;ESMERALDAS;03;01517;0016;1;PLÁTANO;1;1; ;3;4;4;1;1;1;1; ;450;RACIMO;30;FRUTA FRESCA;7;400;RACIMO;30;FRUTA FRESCA;100; ;1;50; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,13636363636364;5,45454545454545; ; ; ; ; ; ; ;3;1; ; ;1; ; ; ; ; ; ;SOLO;60,0548738997185
08035203015170025;ESMERALDAS;03;01517;0025;2;PLÁTANO;2;1; ;3;4;4;1;,25;,25;,25; ;130;RACIMO;20;FRUTA FRESCA;2;100;RACIMO;20;FRUTA FRESCA;100; ;2;30; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,18181818181818;,909090909090909; ; ; ; ; ; ; ;3;,25; ; ;,25; ; ; ; ; ;,25;SOLO;132,011493211475
08035203015170028;ESMERALDAS;03;01517;0028;2;PLÁTANO;2;1; ;3;5;5;1;1;1;1; ;378;RACIMO;25;FRUTA FRESCA;2;360;RACIMO;25;FRUTA FRESCA;100; ;2;18; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,29545454545455;4,09090909090909; ; ; ; ; ; ; ;3;1; ; ;1; ; ; ; ; ; ;SOLO;39,5140784806108
08035803016120013;ESMERALDAS;03;01612;0013;1;PLÁTANO;1;1; ;1;3,5;3,5;1;1,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;3;LITRO;AZUL; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1;1,5; ; ;1,5; ; ; ; ; ;1,5;SOLO;74,9332378007825
08035803016120013;ESMERALDAS;03;01612;0013;2;PLÁTANO;2;2;1;0;3,5;3,5;1;2,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2,5;LITRO;AZUL; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;2,5; ; ;2,5; ; ; ; ; ;2,5;ASOCIADO;52,0697815368623
08035803016120016;ESMERALDAS;03;01612;0016;1;PLÁTANO;1;1; ;5;3,5;3,5;1;,25;,25;,25; ;160;RACIMO;15;FRUTA FRESCA;3;100;RACIMO;15;FRUTA FRESCA;100; ;2;60; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,09090909090909;,681818181818182; ; ; ; ; ; ; ;5;,25; ; ;,25; ; ; ; ;,25;,25;SOLO;59,3243138416494
08035803016120023;ESMERALDAS;03;01612;0023;2;PLÁTANO;2;1; ;0;6;6;1;,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,25; ; ;,25; ; ; ; ; ; ;SOLO;118,932340327209
08035803016120025;ESMERALDAS;03;01612;0025;2;PLÁTANO;3;1; ;0;3;3;2;,98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;50;KILOGRAMO; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,98; ; ; ;,98; ; ; ;,98; ;SOLO;54,0935790965761
08045503017030001;ESMERALDAS;03;01703;0001;3;PLÁTANO;3;1; ;2;2,5;2,5;3;9;9;9; ;1560;CAJA;46;FRUTA FRESCA;1;1560;CAJA;46;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;5; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,6181818181818;32,6181818181818; ; ; ; ; ; ; ;2;9; ; ; ; ;9; ; ; ; ;SOLO;0
08045503017030001;ESMERALDAS;03;01703;0001;4;PLÁTANO;4;1; ;2;2,5;2,5;3;8;8;8; ;940;CAJA;46;FRUTA FRESCA;1;940;CAJA;46;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI; ; ;9;QUINTAL; ; ;SI;,4;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;12;LITRO;AZUL; ; ; ; ; ; ; ; ; ;5; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,6545454545455;19,6545454545455; ; ; ; ; ; ; ;2;8; ; ; ; ;8; ; ;8;8;SOLO;0
08025104001130005;ESMERALDAS;04;00113;0005;2;PLÁTANO;1;2;1;1;7;7;2;1;1;,25;6;19;RACIMO;30;FRUTA FRESCA;6;18;RACIMO;30;FRUTA FRESCA;100; ;2;1; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PLÁTANO (FRUTA FRESCA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,259090909090909;,245454545454545;,75; ; ; ; ; ;,75;1;1; ; ; ;1; ; ; ; ; ;ASOCIADO;57,5172534417032
