Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
10055001074760001;IMBABURA;01;07476;0001; ; ;8; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8;2;10;54,8772956961864
10055001074860001;IMBABURA;01;07486;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,80630354492227
10055001074860006;IMBABURA;01;07486;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,38039940238377
10035101077630001;IMBABURA;01;07763;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,6048219550879
10035101077630002;IMBABURA;01;07763;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,63162588678925
10035401077740003;IMBABURA;01;07774;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,6113108876435
10035401077970002;IMBABURA;01;07797;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,18957751565377
10035401077970003;IMBABURA;01;07797;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,9768623613161
10035301078410001;IMBABURA;01;07841;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,2911893099538
10035101079710001;IMBABURA;01;07971;0001; ;8; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8; ;8;40,6596294140437
10035301081440009;IMBABURA;01;08144;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,6432064394218
10035501082280001;IMBABURA;01;08228;0001; ;20; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20; ;20;9,47244751112626
10035401083690001;IMBABURA;01;08369;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,0558795179869
10025001084380001;IMBABURA;01;08438;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;0
10055001084680001;IMBABURA;01;08468;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,1853195489068
10055001084680006;IMBABURA;01;08468;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,393992463766519
10055001084680007;IMBABURA;01;08468;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;37,0628579124641
10015001086650001;IMBABURA;01;08665;0001;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;24,1312076986974
10015001086650002;IMBABURA;01;08665;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,5897970239035
10015001086650005;IMBABURA;01;08665;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;75,3215601201766
10015001086650006;IMBABURA;01;08665;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;88,9014326381938
10015001087210002;IMBABURA;01;08721;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,2534318532748
10015001087210004;IMBABURA;01;08721;0004; ; ;20; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20; ;20;9,79004815899646
10035401087990001;IMBABURA;01;08799;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,6247691220677
10035401087990004;IMBABURA;01;08799;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,5444708312785
10035401087990005;IMBABURA;01;08799;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,26996621895361
10035401087990006;IMBABURA;01;08799;0006; ; ;13; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13; ;13;5,53578214236529
10055001091350002;IMBABURA;01;09135;0002; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;6,1350305303931
10055001091350003;IMBABURA;01;09135;0003; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;15,0240718987343
10055001091350004;IMBABURA;01;09135;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,4055564846533
10055001091350006;IMBABURA;01;09135;0006; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;53,1994144124049
10055001091440002;IMBABURA;01;09144;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,8961836963414
10035001092280008;IMBABURA;01;09228;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;149,909813856568
10035001092280010;IMBABURA;01;09228;0010; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;81,0970307140681
10035001092280013;IMBABURA;01;09228;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,9725073786362
10015001094450004;IMBABURA;01;09445;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,3367217883846
10015001094450005;IMBABURA;01;09445;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,20660871924789
10055001096400001;IMBABURA;01;09640;0001; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;12,6707264312739
10055001096400002;IMBABURA;01;09640;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,3550717010154
10055001096400003;IMBABURA;01;09640;0003; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;23,982906720117
10035201097800001;IMBABURA;01;09780;0001; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;4,16380017468192
10035201097800004;IMBABURA;01;09780;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,4892407064689
10035001098020001;IMBABURA;01;09802;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,9947001049423
10035001098020010;IMBABURA;01;09802;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,23137560423
10035001098020011;IMBABURA;01;09802;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,60961859818
10045501099230001;IMBABURA;01;09923;0001;1;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;41,5760038793495
10045501099230002;IMBABURA;01;09923;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,37045634816694
10015001100770003;IMBABURA;01;10077;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,8953989073877
10015001100770006;IMBABURA;01;10077;0006; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;27,3929194055114
10015001100770008;IMBABURA;01;10077;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,39328734383124
10035001101150007;IMBABURA;01;10115;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,941713009635
10035001101150008;IMBABURA;01;10115;0008; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;104,320185300782
10035001101150012;IMBABURA;01;10115;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,23150935263963
10035001101150013;IMBABURA;01;10115;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,6572316866876
10035401101810001;IMBABURA;01;10181;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,6771209184074
10035401101810002;IMBABURA;01;10181;0002; ; ;30; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30; ;30;1,72622996920488
10015701103080001;IMBABURA;01;10308;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,9627417290406
10015701103080002;IMBABURA;01;10308;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,6999911666656
10015701103080005;IMBABURA;01;10308;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,07353732461338
10035801104020001;IMBABURA;01;10402;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,08851315743157
10035801104020003;IMBABURA;01;10402;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,23481190984737
10035801104020004;IMBABURA;01;10402;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,9733853125239
10055201104700001;IMBABURA;01;10470;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;52,8930513673347
10055201104700003;IMBABURA;01;10470;0003; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;30,918130097955
10055201104700004;IMBABURA;01;10470;0004; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;68,0683998776946
10055201104700005;IMBABURA;01;10470;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,2604938975023
10055201104700006;IMBABURA;01;10470;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,75267698611215
10015701105040001;IMBABURA;01;10504;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,2161390217978
10015701105040002;IMBABURA;01;10504;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,6426155337083
10015701105040003;IMBABURA;01;10504;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,7854938802016
10015701105040007;IMBABURA;01;10504;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,2443999043611
10015701105040010;IMBABURA;01;10504;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,4175166559641
10035601105960001;IMBABURA;01;10596;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;62,0834592326346
10035601105960002;IMBABURA;01;10596;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,9809503352089
10035601105960004;IMBABURA;01;10596;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,80634582296185
10035201107400001;IMBABURA;01;10740;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,7689509842773
10035201107850001;IMBABURA;01;10785;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,0546038385327
10035201107850002;IMBABURA;01;10785;0002; ; ;10; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10; ;10;1,11204170876738
10035601108030006;IMBABURA;01;10803;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,90913469126179
10035601108030009;IMBABURA;01;10803;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,98399711923794
10035601108030014;IMBABURA;01;10803;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,3555026434207
10035601108030016;IMBABURA;01;10803;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,8793096862704
10035201109410001;IMBABURA;01;10941;0001; ; ;10; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10; ;10;15,43024646838
10035201109410002;IMBABURA;01;10941;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,63318027530855
10025401110580001;IMBABURA;01;11058;0001;5; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;10;15;9,30002652809316
10025401111170001;IMBABURA;01;11117;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,6588040336017
10035601111450005;IMBABURA;01;11145;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;85,3973032427953
10035601111450014;IMBABURA;01;11145;0014; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;72,738322426775
10035601111450016;IMBABURA;01;11145;0016; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;53,7867240919524
10015401113050001;IMBABURA;01;11305;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,94969285836958
10035201114210001;IMBABURA;01;11421;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;7,85915023784939
10045001114500003;IMBABURA;01;11450;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,0027488058124
10045001114500006;IMBABURA;01;11450;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,7549624994286
10045001114500007;IMBABURA;01;11450;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,87377419644008
10045001114500013;IMBABURA;01;11450;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,0062624558051
10035601116460009;IMBABURA;01;11646;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;50,7448142518601
10015401116990002;IMBABURA;01;11699;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;66,0390813041213
10015401116990004;IMBABURA;01;11699;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;168,230453206495
10015401116990018;IMBABURA;01;11699;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,06824217437396
10015401116990021;IMBABURA;01;11699;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,13474012757618
10015401116990022;IMBABURA;01;11699;0022; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;39,2469068226154
10035201118060003;IMBABURA;01;11806;0003; ;6; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;5,09863343803336
10045501118450001;IMBABURA;01;11845;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,3041600022588
10045501118450002;IMBABURA;01;11845;0002; ; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10;10;2,15512614744346
10045001119570012;IMBABURA;01;11957;0012; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;23,797817216012
10045501121150005;IMBABURA;01;12115;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,1709579268078
10045501121150006;IMBABURA;01;12115;0006;1; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;10,8066096290026
10035601121350007;IMBABURA;01;12135;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,4301182648822
10035601121350012;IMBABURA;01;12135;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;72,5450291551042
10045901123430001;IMBABURA;01;12343;0001; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;47,4753609778358
10045501124510001;IMBABURA;01;12451;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,35104670630195
10035201124730001;IMBABURA;01;12473;0001; ; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10;10;8,39659537964983
10045001125790001;IMBABURA;01;12579;0001; ;5; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;7;,684223869210129
10045501126070001;IMBABURA;01;12607;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;63,1909109171602
10045501126070002;IMBABURA;01;12607;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,7159302578926
10045501126070003;IMBABURA;01;12607;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,6137056749884
10045501126070005;IMBABURA;01;12607;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,5282102648954
10035201126610004;IMBABURA;01;12661;0004; ; ;15; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15; ;15;7,494614444867
10045501127820003;IMBABURA;01;12782;0003;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;3,34632314530311
10045501127820004;IMBABURA;01;12782;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,104490964724531
10045501127820005;IMBABURA;01;12782;0005; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;39,1129273019806
10045901128070001;IMBABURA;01;12807;0001; ; ;18; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18; ;18;5,08141738350494
10045901128070003;IMBABURA;01;12807;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,133567604859283
10045901128070005;IMBABURA;01;12807;0005; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;5,18538716038183
10035201128120002;IMBABURA;01;12812;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,2689547513367
10045501128950001;IMBABURA;01;12895;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,7827280179676
10045501129620001;IMBABURA;01;12962;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,9904948039033
10045501129620002;IMBABURA;01;12962;0002; ;1; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;23,8202081370244
10045501129620005;IMBABURA;01;12962;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,98182443275187
10035201131420001;IMBABURA;01;13142;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,3345550248055
10035201133360001;IMBABURA;01;13336;0001; ;25; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25; ;25;14,6940419143872
10045901134740002;IMBABURA;01;13474;0002; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;16,7285396207415
10035201135240001;IMBABURA;01;13524;0001;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;6,99716281637486
10035201135510002;IMBABURA;01;13551;0002; ; ;4; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;24,8088860394545
10035201135510003;IMBABURA;01;13551;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,5353770951683
10035201135510004;IMBABURA;01;13551;0004; ; ; ; ; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;8;8;,676030608126007
10045901135650001;IMBABURA;01;13565;0001; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;34,5168057332946
10045001136900009;IMBABURA;01;13690;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,3744857685279
10015201137320001;IMBABURA;01;13732;0001; ;6; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;54,0392439233701
10015201137320002;IMBABURA;01;13732;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;51,1320005194198
10015201137320003;IMBABURA;01;13732;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;27,0109143812913
10015201137320005;IMBABURA;01;13732;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,334049073325
10015201137320007;IMBABURA;01;13732;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;64,131329599681
10015201137860001;IMBABURA;01;13786;0001;4; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;10,9426296897681
10015201137860004;IMBABURA;01;13786;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,382954794555
10015201137860005;IMBABURA;01;13786;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,7158514023827
10045701138090002;IMBABURA;01;13809;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;63,0211130994829
10045301139620001;IMBABURA;01;13962;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,16945533659449
10045301139620002;IMBABURA;01;13962;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,96478599771868
10045701139660001;IMBABURA;01;13966;0001; ;1; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;47,2603925868661
10045701139660002;IMBABURA;01;13966;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,9842102070933
10045701139660003;IMBABURA;01;13966;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,5802111655962
10045701139660004;IMBABURA;01;13966;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;30,1142960336099
10045701139660005;IMBABURA;01;13966;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,9316515212043
10045301143610004;IMBABURA;01;14361;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;110,881706763487
10045301143610010;IMBABURA;01;14361;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;186,080404663576
10045301143610014;IMBABURA;01;14361;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;179,063227440046
10045301143610016;IMBABURA;01;14361;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;128,595130450758
10045301143610017;IMBABURA;01;14361;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,3369485027627
10045301143610018;IMBABURA;01;14361;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,6870000082099
10045301143610019;IMBABURA;01;14361;0019; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;17,4496725389823
10035202000480003;IMBABURA;02;00048;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,55429742607011
10035202000480007;IMBABURA;02;00048;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;8,46438915877339
10035202000730002;IMBABURA;02;00073;0002; ; ;11; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11; ;11;1,08119546136091
10035202000810001;IMBABURA;02;00081;0001; ;11; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11; ;11;1,96321214398084
10035202000960003;IMBABURA;02;00096;0003; ;4; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;5,78112806073458
10015503000060001;IMBABURA;03;00006;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,4800750070017
10015503000060002;IMBABURA;03;00006;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,13399795859
10015503000060003;IMBABURA;03;00006;0003; ;10; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10;10;20;2,93351802253141
10015503000060005;IMBABURA;03;00006;0005; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;16,2646116295719
10015503000060006;IMBABURA;03;00006;0006;10; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10; ;10;69,8438851505818
10015503000060007;IMBABURA;03;00006;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,64239081977482
10015503000150001;IMBABURA;03;00015;0001; ;4; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;37,6957209594122
10015503000170003;IMBABURA;03;00017;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,8480303274053
10065203001090001;IMBABURA;03;00109;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,8632876152033
10065203001090002;IMBABURA;03;00109;0002; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;100,278868323249
10015603001790001;IMBABURA;03;00179;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,458740546460472
