Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
08075202073760004;ESMERALDAS;02;07376;0004;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,8627660450279
08075202073760004;ESMERALDAS;02;07376;0004;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,8627660450279
08075202073760004;ESMERALDAS;02;07376;0004;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,8627660450279
08075202073760004;ESMERALDAS;02;07376;0004;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;20,8627660450279
08075202073760004;ESMERALDAS;02;07376;0004;6;18;9; ; ;9; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18;9;9;18;20,8627660450279
08075202074860001;ESMERALDAS;02;07486;0001;1;1; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1; ;1;9,507963165438
08075202074860001;ESMERALDAS;02;07486;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,507963165438
08075202074860001;ESMERALDAS;02;07486;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,507963165438
08075202074860001;ESMERALDAS;02;07486;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,507963165438
08075202074860001;ESMERALDAS;02;07486;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;9,507963165438
08075202074860001;ESMERALDAS;02;07486;0001;6;12;3; ; ;9; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12;3;9;12;9,507963165438
08075202074860002;ESMERALDAS;02;07486;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,2374600467934
08075202074860002;ESMERALDAS;02;07486;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,2374600467934
08075202074860002;ESMERALDAS;02;07486;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,2374600467934
08075202074860002;ESMERALDAS;02;07486;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,2374600467934
08075202074860002;ESMERALDAS;02;07486;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,2374600467934
08075202074860002;ESMERALDAS;02;07486;0002;6;3;3; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;3; ;3;41,2374600467934
08075202074860003;ESMERALDAS;02;07486;0003;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,327336129383757
08075202074860003;ESMERALDAS;02;07486;0003;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,327336129383757
08075202074860003;ESMERALDAS;02;07486;0003;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,327336129383757
08075202074860003;ESMERALDAS;02;07486;0003;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,327336129383757
08075202074860003;ESMERALDAS;02;07486;0003;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,327336129383757
08075202074860003;ESMERALDAS;02;07486;0003;6;2;1; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2;1;1;2;,327336129383757
08035602075700001;ESMERALDAS;02;07570;0001;1;10;2; ; ; ;6;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;2;8;10;41,9627770402487
08035602075700001;ESMERALDAS;02;07570;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,9627770402487
08035602075700001;ESMERALDAS;02;07570;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,9627770402487
08035602075700001;ESMERALDAS;02;07570;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,9627770402487
08035602075700001;ESMERALDAS;02;07570;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;41,9627770402487
08035602075700001;ESMERALDAS;02;07570;0001;6;2; ; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ;2;2;41,9627770402487
08035602075700006;ESMERALDAS;02;07570;0006;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,1812583920327
08035602075700006;ESMERALDAS;02;07570;0006;2;1; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;40,1812583920327
08035602075700006;ESMERALDAS;02;07570;0006;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,1812583920327
08035602075700006;ESMERALDAS;02;07570;0006;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,1812583920327
08035602075700006;ESMERALDAS;02;07570;0006;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40,1812583920327
08035602075700006;ESMERALDAS;02;07570;0006;6;4;4; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;4; ;4;40,1812583920327
08035602075700007;ESMERALDAS;02;07570;0007;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,0489590171398
08035602075700007;ESMERALDAS;02;07570;0007;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,0489590171398
08035602075700007;ESMERALDAS;02;07570;0007;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,0489590171398
08035602075700007;ESMERALDAS;02;07570;0007;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,0489590171398
08035602075700007;ESMERALDAS;02;07570;0007;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,0489590171398
08035602075700007;ESMERALDAS;02;07570;0007;6;2; ; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ;2;2;10,0489590171398
08075202078870001;ESMERALDAS;02;07887;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,3524657173603
08075202078870001;ESMERALDAS;02;07887;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,3524657173603
08075202078870001;ESMERALDAS;02;07887;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,3524657173603
08075202078870001;ESMERALDAS;02;07887;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,3524657173603
08075202078870001;ESMERALDAS;02;07887;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;67,3524657173603
08075202078870001;ESMERALDAS;02;07887;0001;6;4;2; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;2;2;4;67,3524657173603
08075202078870002;ESMERALDAS;02;07887;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,60536163048703
08075202078870002;ESMERALDAS;02;07887;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,60536163048703
08075202078870002;ESMERALDAS;02;07887;0002;3;1; ;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1; ;1;4,60536163048703
08075202078870002;ESMERALDAS;02;07887;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,60536163048703
08075202078870002;ESMERALDAS;02;07887;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,60536163048703
08075202078870002;ESMERALDAS;02;07887;0002;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;4,60536163048703
08015402085540002;ESMERALDAS;02;08554;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;46,7682374792874
08015402085540002;ESMERALDAS;02;08554;0002;2;1; ; ; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;46,7682374792874
08015402085540002;ESMERALDAS;02;08554;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;46,7682374792874
08015402085540002;ESMERALDAS;02;08554;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;46,7682374792874
08015402085540002;ESMERALDAS;02;08554;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;46,7682374792874
08015402085540002;ESMERALDAS;02;08554;0002;6;3;1; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;1;2;3;46,7682374792874
08065102085910001;ESMERALDAS;02;08591;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;38,8516009740502
08065102085910001;ESMERALDAS;02;08591;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;38,8516009740502
08065102085910001;ESMERALDAS;02;08591;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;38,8516009740502
08065102085910001;ESMERALDAS;02;08591;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;38,8516009740502
08065102085910001;ESMERALDAS;02;08591;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;38,8516009740502
08065102085910001;ESMERALDAS;02;08591;0001;6;4;4; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;4; ;4;38,8516009740502
08015302088230001;ESMERALDAS;02;08823;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;28,9662322036793
08015302088230001;ESMERALDAS;02;08823;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;28,9662322036793
08015302088230001;ESMERALDAS;02;08823;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;28,9662322036793
08015302088230001;ESMERALDAS;02;08823;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;28,9662322036793
08015302088230001;ESMERALDAS;02;08823;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;28,9662322036793
08015302088230001;ESMERALDAS;02;08823;0001;6;4;2; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;2;2;4;28,9662322036793
08015302088230002;ESMERALDAS;02;08823;0002;1;2; ; ; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;2;2;2,21104100795445
08015302088230002;ESMERALDAS;02;08823;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,21104100795445
08015302088230002;ESMERALDAS;02;08823;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,21104100795445
08015302088230002;ESMERALDAS;02;08823;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,21104100795445
08015302088230002;ESMERALDAS;02;08823;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,21104100795445
08015302088230002;ESMERALDAS;02;08823;0002;6;2; ; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ;2;2;2,21104100795445
08045402091510001;ESMERALDAS;02;09151;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;215,024319595195
08045402091510001;ESMERALDAS;02;09151;0001;2;1; ; ; ; ; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;215,024319595195
08045402091510001;ESMERALDAS;02;09151;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;215,024319595195
08045402091510001;ESMERALDAS;02;09151;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;215,024319595195
08045402091510001;ESMERALDAS;02;09151;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;215,024319595195
08045402091510001;ESMERALDAS;02;09151;0001;6;4;3; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4;3;1;4;215,024319595195
08015302093310001;ESMERALDAS;02;09331;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;18,2374622588627
08015302093310001;ESMERALDAS;02;09331;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;18,2374622588627
08015302093310001;ESMERALDAS;02;09331;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;18,2374622588627
08015302093310001;ESMERALDAS;02;09331;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;18,2374622588627
08015302093310001;ESMERALDAS;02;09331;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;18,2374622588627
08015302093310001;ESMERALDAS;02;09331;0001;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;18,2374622588627
08045402095450001;ESMERALDAS;02;09545;0001;1;4; ; ; ; ;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;4;4;10,5825189484662
08045402095450001;ESMERALDAS;02;09545;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,5825189484662
08045402095450001;ESMERALDAS;02;09545;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,5825189484662
08045402095450001;ESMERALDAS;02;09545;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,5825189484662
08045402095450001;ESMERALDAS;02;09545;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;10,5825189484662
08045402095450001;ESMERALDAS;02;09545;0001;6;3;3; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;3; ;3;10,5825189484662
08015302096360001;ESMERALDAS;02;09636;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6992141238032
08015302096360001;ESMERALDAS;02;09636;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6992141238032
08015302096360001;ESMERALDAS;02;09636;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6992141238032
08015302096360001;ESMERALDAS;02;09636;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6992141238032
08015302096360001;ESMERALDAS;02;09636;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;19,6992141238032
08015302096360001;ESMERALDAS;02;09636;0001;6;3;2; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3;2;1;3;19,6992141238032
08035002096580001;ESMERALDAS;02;09658;0001;1;6; ; ;6; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;6; ;6;5,86913385945311
08035002096580001;ESMERALDAS;02;09658;0001;2;60;30; ; ;30; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;30;30;60;5,86913385945311
08035002096580001;ESMERALDAS;02;09658;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,86913385945311
08035002096580001;ESMERALDAS;02;09658;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,86913385945311
08035002096580001;ESMERALDAS;02;09658;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,86913385945311
08035002096580001;ESMERALDAS;02;09658;0001;6;150;75; ; ;75; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;150;75;75;150;5,86913385945311
08045102097110001;ESMERALDAS;02;09711;0001;1;14; ; ; ; ;14; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;14;14;25,7495140088375
08045102097110001;ESMERALDAS;02;09711;0001;2;1; ; ; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;25,7495140088375
08045102097110001;ESMERALDAS;02;09711;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,7495140088375
08045102097110001;ESMERALDAS;02;09711;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,7495140088375
08045102097110001;ESMERALDAS;02;09711;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;25,7495140088375
08045102097110001;ESMERALDAS;02;09711;0001;6;13;7; ; ;6; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13;7;6;13;25,7495140088375
08045402097730001;ESMERALDAS;02;09773;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;57,3837124120728
08045402097730001;ESMERALDAS;02;09773;0001;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;57,3837124120728
08045402097730001;ESMERALDAS;02;09773;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;57,3837124120728
08045402097730001;ESMERALDAS;02;09773;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;57,3837124120728
08045402097730001;ESMERALDAS;02;09773;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;57,3837124120728
08045402097730001;ESMERALDAS;02;09773;0001;6;20;10; ; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20;10;10;20;57,3837124120728
08045102097980005;ESMERALDAS;02;09798;0005;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,48031662078831
08045102097980005;ESMERALDAS;02;09798;0005;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,48031662078831
08045102097980005;ESMERALDAS;02;09798;0005;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,48031662078831
08045102097980005;ESMERALDAS;02;09798;0005;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,48031662078831
08045102097980005;ESMERALDAS;02;09798;0005;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;5,48031662078831
08045102097980005;ESMERALDAS;02;09798;0005;6;25;15; ; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25;15;10;25;5,48031662078831
08025902100630002;ESMERALDAS;02;10063;0002;1;18; ;5;1; ;4;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;6;12;18;,509495124715243
08025902100630002;ESMERALDAS;02;10063;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,509495124715243
08025902100630002;ESMERALDAS;02;10063;0002;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,509495124715243
08025902100630002;ESMERALDAS;02;10063;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,509495124715243
08025902100630002;ESMERALDAS;02;10063;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,509495124715243
08025902100630002;ESMERALDAS;02;10063;0002;6;8;4; ; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8;4;4;8;,509495124715243
08035002101270005;ESMERALDAS;02;10127;0005;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;6,2940294203713
08035002101270005;ESMERALDAS;02;10127;0005;2;4; ;4; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;4; ;4;6,2940294203713
08035002101270005;ESMERALDAS;02;10127;0005;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;6,2940294203713
08035002101270005;ESMERALDAS;02;10127;0005;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;6,2940294203713
08035002101270005;ESMERALDAS;02;10127;0005;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;6,2940294203713
08035002101270005;ESMERALDAS;02;10127;0005;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;6,2940294203713
08045202102210001;ESMERALDAS;02;10221;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;50,3591374799884
08045202102210001;ESMERALDAS;02;10221;0001;2;2; ; ; ; ; ;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;2;2;50,3591374799884
08045202102210001;ESMERALDAS;02;10221;0001;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;50,3591374799884
08045202102210001;ESMERALDAS;02;10221;0001;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;50,3591374799884
08045202102210001;ESMERALDAS;02;10221;0001;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;50,3591374799884
08045202102210001;ESMERALDAS;02;10221;0001;6;2;1; ; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2;1;1;2;50,3591374799884
08045202102210002;ESMERALDAS;02;10221;0002;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,158623099256932
08045202102210002;ESMERALDAS;02;10221;0002;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,158623099256932
08045202102210002;ESMERALDAS;02;10221;0002;3;1; ; ; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;1;1;,158623099256932
08045202102210002;ESMERALDAS;02;10221;0002;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,158623099256932
08045202102210002;ESMERALDAS;02;10221;0002;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,158623099256932
08045202102210002;ESMERALDAS;02;10221;0002;6;1;1; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1;1; ;1;,158623099256932
08045202102210003;ESMERALDAS;02;10221;0003;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,340711154025244
08045202102210003;ESMERALDAS;02;10221;0003;2;1; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1; ;1;,340711154025244
08045202102210003;ESMERALDAS;02;10221;0003;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,340711154025244
08045202102210003;ESMERALDAS;02;10221;0003;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,340711154025244
08045202102210003;ESMERALDAS;02;10221;0003;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,340711154025244
08045202102210003;ESMERALDAS;02;10221;0003;6;1;1; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1;1; ;1;,340711154025244
08045102104730004;ESMERALDAS;02;10473;0004;1;3;1; ; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;1;2;3;27,3646919184832
08045102104730004;ESMERALDAS;02;10473;0004;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,3646919184832
08045102104730004;ESMERALDAS;02;10473;0004;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,3646919184832
08045102104730004;ESMERALDAS;02;10473;0004;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,3646919184832
08045102104730004;ESMERALDAS;02;10473;0004;5; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;27,3646919184832
08045102104730004;ESMERALDAS;02;10473;0004;6;2;2; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2;2; ;2;27,3646919184832
08035702109990001;ESMERALDAS;02;10999;0001;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;,382949928424801
08035702109990001;ESMERALDAS;02;10999;0001;2;11;8;1; ; ; ;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;9;2;11;,382949928424801
